coin,fundingRate,premium,time,hour,t,T,s,i,o,c,h,l,v,n
HYPE,0.000111447,0.0013915763,1740704400016,1740704400000,1740704400000,1740707999999,HYPE,1h,20.557,19.37,20.584,19.211,860994.71,20751
HYPE,0.0001017884,0.0013143073,1740708000023,1740708000000,1740708000000,1740711599999,HYPE,1h,19.377,19.465,19.779,18.911,1267373.07,24557
HYPE,0.0001497777,0.0016982214,1740711600052,1740711600000,1740711600000,1740715199999,HYPE,1h,19.469,18.746,19.856,18.707,951823.83,15728
HYPE,9.73962e-05,0.0012791697,1740715200021,1740715200000,1740715200000,1740718799999,HYPE,1h,18.745,19.163,19.181,18.5,851210.33,15464
HYPE,1.25e-05,0.0005373419,1740718800040,1740718800000,1740718800000,1740722399999,HYPE,1h,19.163,18.807,19.24,18.51,546033.64,12467
HYPE,4.6815e-05,0.0008745199,1740722400041,1740722400000,1740722400000,1740725999999,HYPE,1h,18.807,18.982,19.2,18.608,506184.54,12057
HYPE,4.77864e-05,0.0008822915,1740726000183,1740726000000,1740726000000,1740729599999,HYPE,1h,18.988,19.023,19.436,18.82,359706.97,9719
HYPE,3.161e-05,0.0007528801,1740729600099,1740729600000,1740729600000,1740733199999,HYPE,1h,19.019,19.134,19.325,18.87,370579.22,9171
HYPE,8.2541e-05,0.0011603279,1740733200062,1740733200000,1740733200000,1740736799999,HYPE,1h,19.135,19.74,19.838,19.102,499004.6,14035
HYPE,1.25e-05,0.0005118611,1740736800118,1740736800000,1740736800000,1740740399999,HYPE,1h,19.736,19.356,19.77,19.251,222373.66,7208
HYPE,9.71492e-05,0.0012771932,1740740400032,1740740400000,1740740400000,1740743999999,HYPE,1h,19.352,19.512,19.719,19.277,239128.95,6364
HYPE,4.95338e-05,0.0008962704,1740744000119,1740744000000,1740744000000,1740747599999,HYPE,1h,19.513,19.477,19.578,19.309,173461.92,6025
HYPE,2.30284e-05,0.0006842272,1740747600132,1740747600000,1740747600000,1740751199999,HYPE,1h,19.478,19.726,19.984,19.428,468724.95,11682
HYPE,4.70019e-05,0.0008760151,1740751200024,1740751200000,1740751200000,1740754799999,HYPE,1h,19.728,19.925,20.078,19.445,713811.18,17366
HYPE,1.25e-05,0.0003520432,1740754800119,1740754800000,1740754800000,1740758399999,HYPE,1h,19.925,20.025,20.52,19.831,969146.98,18962
HYPE,1.25e-05,-0.0002153955,1740758400001,1740758400000,1740758400000,1740761999999,HYPE,1h,20.024,19.554,20.116,19.425,528472.86,12993
HYPE,1.65033e-05,0.0006320267,1740762000029,1740762000000,1740762000000,1740765599999,HYPE,1h,19.558,19.262,19.778,19.05,483273.4,10463
HYPE,1.25e-05,-5.58579e-05,1740765600031,1740765600000,1740765600000,1740769199999,HYPE,1h,19.26,19.59,19.639,19.073,289935.46,6921
HYPE,1.25e-05,0.0002202419,1740769200008,1740769200000,1740769200000,1740772799999,HYPE,1h,19.594,19.782,19.798,19.452,239385.34,7357
HYPE,1.25e-05,-1.592e-05,1740772800006,1740772800000,1740772800000,1740776399999,HYPE,1h,19.781,19.582,19.876,19.478,330666.32,8042
HYPE,1.25e-05,1.50913e-05,1740776400042,1740776400000,1740776400000,1740779999999,HYPE,1h,19.587,19.82,19.974,19.585,359429.44,7816
HYPE,1.25e-05,0.0004080139,1740780000048,1740780000000,1740780000000,1740783599999,HYPE,1h,19.815,19.781,19.931,19.581,209050.42,6458
HYPE,1.25e-05,0.0004894147,1740783600132,1740783600000,1740783600000,1740787199999,HYPE,1h,19.777,19.939,20.129,19.611,257756.36,6738
HYPE,1.25e-05,0.0001016203,1740787200033,1740787200000,1740787200000,1740790799999,HYPE,1h,19.946,19.635,20.1,19.61,155408.68,4957
HYPE,1.25e-05,0.0001009254,1740790800110,1740790800000,1740790800000,1740794399999,HYPE,1h,19.635,19.978,19.989,19.573,119649.25,3711
HYPE,1.25e-05,7.87752e-05,1740794400017,1740794400000,1740794400000,1740797999999,HYPE,1h,19.978,20.29,20.321,19.845,327969.22,6261
HYPE,1.25e-05,9.45228e-05,1740798000076,1740798000000,1740798000000,1740801599999,HYPE,1h,20.288,20.46,20.46,20.045,270593.82,6904
HYPE,1.25e-05,-0.0003558199,1740801600052,1740801600000,1740801600000,1740805199999,HYPE,1h,20.459,20.432,20.501,20.33,240596.86,5694
HYPE,1.25e-05,-0.0002850741,1740805200012,1740805200000,1740805200000,1740808799999,HYPE,1h,20.431,20.053,20.479,19.946,365070.53,6886
HYPE,1.25e-05,-0.0001638291,1740808800066,1740808800000,1740808800000,1740812399999,HYPE,1h,20.053,20.13,20.178,19.997,119173.71,4410
HYPE,1.25e-05,0.0003702729,1740812400024,1740812400000,1740812400000,1740815999999,HYPE,1h,20.129,20.02,20.147,19.852,143432.46,3775
HYPE,1.25e-05,-3.49998e-05,1740816000095,1740816000000,1740816000000,1740819599999,HYPE,1h,20.017,20.115,20.132,19.924,79363.88,3368
HYPE,1.25e-05,0.0004040965,1740819600045,1740819600000,1740819600000,1740823199999,HYPE,1h,20.115,19.747,20.211,19.698,155455.69,4849
HYPE,1.25e-05,0.0003475949,1740823200068,1740823200000,1740823200000,1740826799999,HYPE,1h,19.747,19.356,19.788,19.293,333893.35,7542
HYPE,4.40599e-05,0.0008524789,1740826800017,1740826800000,1740826800000,1740830399999,HYPE,1h,19.356,19.328,19.365,18.948,365355.96,10415
HYPE,7.2653e-05,0.0010812237,1740830400049,1740830400000,1740830400000,1740833999999,HYPE,1h,19.328,19.403,19.494,19.125,196193.09,5715
HYPE,1.25e-05,8.71804e-05,1740834000041,1740834000000,1740834000000,1740837599999,HYPE,1h,19.399,19.141,19.512,18.983,201082.35,7030
HYPE,1.25e-05,0.0004386948,1740837600009,1740837600000,1740837600000,1740841199999,HYPE,1h,19.145,19.248,19.263,19.074,97053.09,3742
HYPE,1.25e-05,0.0005749664,1740841200038,1740841200000,1740841200000,1740844799999,HYPE,1h,19.249,19.326,19.348,19.101,135064.29,4436
HYPE,2.79714e-05,0.0007237711,1740844800027,1740844800000,1740844800000,1740848399999,HYPE,1h,19.326,19.214,19.423,19.079,198043.77,6414
HYPE,1.25e-05,2.2406e-06,1740848400003,1740848400000,1740848400000,1740851999999,HYPE,1h,19.222,18.955,19.239,18.903,212310.44,5908
HYPE,2.21384e-05,0.000677107,1740852000047,1740852000000,1740852000000,1740855599999,HYPE,1h,18.955,19.167,19.192,18.83,182538.46,5090
HYPE,1.25e-05,0.0002307788,1740855600093,1740855600000,1740855600000,1740859199999,HYPE,1h,19.167,19.279,19.369,19.136,96115.47,3725
HYPE,1.25e-05,0.0002338392,1740859200035,1740859200000,1740859200000,1740862799999,HYPE,1h,19.279,19.294,19.294,19.185,50199.17,2199
HYPE,1.25e-05,-3.71998e-05,1740862800032,1740862800000,1740862800000,1740866399999,HYPE,1h,19.293,19.64,19.659,19.254,141960.92,4269
HYPE,1.25e-05,-1.34589e-05,1740866400007,1740866400000,1740866400000,1740869999999,HYPE,1h,19.631,19.528,19.631,19.379,91965.67,3570
HYPE,1.25e-05,0.0003268603,1740870000025,1740870000000,1740870000000,1740873599999,HYPE,1h,19.526,19.599,19.621,19.273,101008.19,3542
HYPE,1.25e-05,0.0005679881,1740873600094,1740873600000,1740873600000,1740877199999,HYPE,1h,19.598,19.585,19.826,19.496,175412.93,5109
HYPE,1.25e-05,-6.58849e-05,1740877200036,1740877200000,1740877200000,1740880799999,HYPE,1h,19.584,19.932,19.94,19.584,187669.74,4855
HYPE,1.25e-05,6.41902e-05,1740880800076,1740880800000,1740880800000,1740884399999,HYPE,1h,19.932,19.777,19.951,19.721,138079.29,4085
HYPE,1.25e-05,5.51591e-05,1740884400016,1740884400000,1740884400000,1740887999999,HYPE,1h,19.777,19.784,19.873,19.675,84525.35,3340
HYPE,1.25e-05,0.0001672919,1740888000012,1740888000000,1740888000000,1740891599999,HYPE,1h,19.779,19.876,19.921,19.667,58976.84,2898
HYPE,1.25e-05,0.0005982347,1740891600085,1740891600000,1740891600000,1740895199999,HYPE,1h,19.875,19.841,19.967,19.801,61020.42,3096
HYPE,1.25e-05,-0.000165848,1740895200004,1740895200000,1740895200000,1740898799999,HYPE,1h,19.839,19.873,19.924,19.669,94769.65,3539
HYPE,1.25e-05,0.0004387304,1740898800083,1740898800000,1740898800000,1740902399999,HYPE,1h,19.87,19.504,19.913,19.353,115031.76,4005
HYPE,1.25e-05,0.0005502216,1740902400006,1740902400000,1740902400000,1740905999999,HYPE,1h,19.506,19.394,19.601,19.369,67075.81,3041
HYPE,1.25e-05,4.7138e-06,1740906000055,1740906000000,1740906000000,1740909599999,HYPE,1h,19.393,19.669,19.775,19.27,121223.06,4953
HYPE,1.25e-05,-1.04768e-05,1740909600057,1740909600000,1740909600000,1740913199999,HYPE,1h,19.668,19.49,19.745,19.417,102686.91,3581
HYPE,3.21006e-05,0.0007568046,1740913200110,1740913200000,1740913200000,1740916799999,HYPE,1h,19.488,19.214,19.496,19.213,100054.09,3912
HYPE,5.39392e-05,0.0009315133,1740916800051,1740916800000,1740916800000,1740920399999,HYPE,1h,19.214,19.245,19.315,19.083,161168.64,4259
HYPE,1.25e-05,0.0004550302,1740920400031,1740920400000,1740920400000,1740923999999,HYPE,1h,19.244,18.683,19.245,18.5,553191.52,10615
HYPE,2.55776e-05,0.0007046207,1740924000018,1740924000000,1740924000000,1740927599999,HYPE,1h,18.683,18.667,18.905,18.23,897730.42,19376
HYPE,9.1593e-05,0.0012327437,1740927600010,1740927600000,1740927600000,1740931199999,HYPE,1h,18.663,18.961,19.437,18.505,1044066.26,21829
HYPE,7.56389e-05,0.0011051114,1740931200006,1740931200000,1740931200000,1740934799999,HYPE,1h,18.964,20.309,20.838,18.819,1722172.83,34023
HYPE,1.25e-05,8.49916e-05,1740934800036,1740934800000,1740934800000,1740938399999,HYPE,1h,20.323,20.722,21.014,19.833,1513261.02,29373
HYPE,1.25e-05,-4.75037e-05,1740938400042,1740938400000,1740938400000,1740941999999,HYPE,1h,20.71,20.153,20.836,19.916,925869.83,21414
HYPE,1.25e-05,0.0001991647,1740942000007,1740942000000,1740942000000,1740945599999,HYPE,1h,20.151,20.235,20.237,19.824,340926.72,9561
HYPE,7.89247e-05,0.0011313974,1740945600088,1740945600000,1740945600000,1740949199999,HYPE,1h,20.235,19.944,20.401,19.808,458722.67,10855
HYPE,1.25e-05,0.0002800406,1740949200026,1740949200000,1740949200000,1740952799999,HYPE,1h,19.942,19.662,20.111,19.505,521073.78,12022
HYPE,1.25e-05,0.0003555334,1740952800027,1740952800000,1740952800000,1740956399999,HYPE,1h,19.665,20.873,20.94,19.54,860337.52,15982
HYPE,2.93092e-05,0.0007344733,1740956400136,1740956400000,1740956400000,1740959999999,HYPE,1h,20.886,20.531,21.034,20.4,781712.29,20220
HYPE,2.36162e-05,0.00068893,1740960000048,1740960000000,1740960000000,1740963599999,HYPE,1h,20.538,20.589,21.099,20.41,606633.8,17993
HYPE,6.57055e-05,0.0010256442,1740963600018,1740963600000,1740963600000,1740967199999,HYPE,1h,20.59,20.471,20.829,20.4,477885.28,13412
HYPE,0.0001014871,0.0013118968,1740967200076,1740967200000,1740967200000,1740970799999,HYPE,1h,20.471,20.3,20.612,20.0,721577.61,15813
HYPE,0.0001023097,0.0013184778,1740970800003,1740970800000,1740970800000,1740974399999,HYPE,1h,20.3,20.094,20.306,19.701,532458.35,13815
HYPE,0.0001481991,0.0016855931,1740974400243,1740974400000,1740974400000,1740977999999,HYPE,1h,20.095,20.425,20.593,20.031,290159.85,9178
HYPE,9.56025e-05,0.0012648203,1740978000037,1740978000000,1740978000000,1740981599999,HYPE,1h,20.425,20.119,20.425,19.917,409847.25,13240
HYPE,1.25e-05,6.72242e-05,1740981600048,1740981600000,1740981600000,1740985199999,HYPE,1h,20.119,19.586,20.137,19.48,344051.29,9645
HYPE,1.25e-05,5.20275e-05,1740985200007,1740985200000,1740985200000,1740988799999,HYPE,1h,19.591,19.446,19.877,19.146,675425.08,13821
HYPE,1.25e-05,0.0001859032,1740988800047,1740988800000,1740988800000,1740992399999,HYPE,1h,19.446,19.168,19.528,18.965,340209.17,8207
HYPE,1.25e-05,0.0005537369,1740992400041,1740992400000,1740992400000,1740995999999,HYPE,1h,19.169,19.189,19.37,18.999,464189.28,11143
HYPE,1.25e-05,0.0004722871,1740996000025,1740996000000,1740996000000,1740999599999,HYPE,1h,19.186,19.222,19.333,18.988,248852.15,6635
HYPE,1.25e-05,7.41106e-05,1740999600021,1740999600000,1740999600000,1741003199999,HYPE,1h,19.222,19.358,19.523,19.173,213111.25,6033
HYPE,1.25e-05,0.0001903844,1741003200007,1741003200000,1741003200000,1741006799999,HYPE,1h,19.361,19.645,19.745,19.318,315609.72,8579
HYPE,1.25e-05,0.0005614333,1741006800078,1741006800000,1741006800000,1741010399999,HYPE,1h,19.644,19.787,20.007,19.606,362378.16,9246
HYPE,1.25e-05,0.0001227751,1741010400092,1741010400000,1741010400000,1741013999999,HYPE,1h,19.782,18.897,19.974,18.897,732469.24,15670
HYPE,1.25e-05,0.000244633,1741014000031,1741014000000,1741014000000,1741017599999,HYPE,1h,18.897,19.163,19.376,18.848,470127.79,10239
HYPE,1.25e-05,0.0005836672,1741017600013,1741017600000,1741017600000,1741021199999,HYPE,1h,19.158,18.906,19.29,18.835,377787.39,9493
HYPE,8.55783e-05,0.0011846267,1741021200125,1741021200000,1741021200000,1741024799999,HYPE,1h,18.905,18.71,19.057,18.709,352647.58,8896
HYPE,7.95409e-05,0.0011363274,1741024800013,1741024800000,1741024800000,1741028399999,HYPE,1h,18.711,18.058,18.729,17.8,1761640.01,39937
HYPE,0.0001872975,0.0019983796,1741028400042,1741028400000,1741028400000,1741031999999,HYPE,1h,18.062,17.814,18.44,17.437,1318586.41,28102
HYPE,0.0002691882,0.0026535057,1741032000055,1741032000000,1741032000000,1741035599999,HYPE,1h,17.805,17.824,18.048,17.54,739972.66,17190
HYPE,5.67136e-05,0.0009537091,1741035600008,1741035600000,1741035600000,1741039199999,HYPE,1h,17.826,17.53,18.167,17.44,557783.15,12503
HYPE,8.13781e-05,0.0011510246,1741039200195,1741039200000,1741039200000,1741042799999,HYPE,1h,17.529,17.75,17.847,17.5,345432.95,9409
HYPE,1.25e-05,0.0005891706,1741042800052,1741042800000,1741042800000,1741046399999,HYPE,1h,17.749,17.901,17.996,17.523,432456.48,10599
HYPE,0.0001112034,0.0013896275,1741046400060,1741046400000,1741046400000,1741049999999,HYPE,1h,17.897,17.511,18.126,17.432,492506.72,11798
HYPE,0.0001138874,0.0014110992,1741050000040,1741050000000,1741050000000,1741053599999,HYPE,1h,17.512,16.419,17.651,15.77,3347293.14,44109
HYPE,0.0001532191,0.001725753,1741053600091,1741053600000,1741053600000,1741057199999,HYPE,1h,16.42,16.57,16.812,15.983,1671556.85,30247
HYPE,1.25e-05,0.000481275,1741057200031,1741057200000,1741057200000,1741060799999,HYPE,1h,16.556,16.504,16.741,16.228,658213.25,14310
HYPE,0.0001141386,0.0014131088,1741060800008,1741060800000,1741060800000,1741064399999,HYPE,1h,16.506,15.938,16.511,15.79,756875.9,15820
HYPE,0.0001096526,0.0013772207,1741064400003,1741064400000,1741064400000,1741067999999,HYPE,1h,15.94,16.491,16.541,15.935,677534.56,14464
HYPE,4.47513e-05,0.00085801,1741068000136,1741068000000,1741068000000,1741071599999,HYPE,1h,16.492,16.481,16.749,16.313,418318.29,13395
HYPE,1.25e-05,0.0001558412,1741071600015,1741071600000,1741071600000,1741075199999,HYPE,1h,16.48,16.071,16.606,15.969,454848.81,11906
HYPE,7.98326e-05,0.0011386605,1741075200045,1741075200000,1741075200000,1741078799999,HYPE,1h,16.071,15.962,16.296,15.917,531028.87,10630
HYPE,0.0001331751,0.001565401,1741078800049,1741078800000,1741078800000,1741082399999,HYPE,1h,15.962,15.379,16.118,15.361,1143944.1,15754
HYPE,0.0001737324,0.0018898592,1741082400050,1741082400000,1741082400000,1741085999999,HYPE,1h,15.384,16.529,16.562,15.368,1292683.66,17103
HYPE,8.34328e-05,0.0011674627,1741086000048,1741086000000,1741086000000,1741089599999,HYPE,1h,16.535,16.247,16.693,16.191,561634.56,11310
HYPE,3.2019e-05,0.0007561521,1741089600008,1741089600000,1741089600000,1741093199999,HYPE,1h,16.249,16.212,16.401,15.916,490588.55,9460
HYPE,1.25e-05,0.0004198608,1741093200030,1741093200000,1741093200000,1741096799999,HYPE,1h,16.213,15.923,16.215,15.556,1016567.72,17031
HYPE,0.0001121511,0.001397209,1741096800038,1741096800000,1741096800000,1741100399999,HYPE,1h,15.924,16.167,16.703,15.86,1266446.92,21512
HYPE,1.25e-05,0.0002775028,1741100400014,1741100400000,1741100400000,1741103999999,HYPE,1h,16.169,16.357,16.357,15.659,860750.79,14627
HYPE,2.48753e-05,0.0006990023,1741104000078,1741104000000,1741104000000,1741107599999,HYPE,1h,16.356,16.014,16.421,15.751,714514.47,15461
HYPE,1.8418e-05,0.0006473437,1741107600027,1741107600000,1741107600000,1741111199999,HYPE,1h,16.009,16.768,16.979,15.934,743229.7,14036
HYPE,1.25e-05,0.0005084425,1741111200006,1741111200000,1741111200000,1741114799999,HYPE,1h,16.765,17.521,17.668,16.66,863310.77,15592
HYPE,2.08506e-05,0.0006668048,1741114800111,1741114800000,1741114800000,1741118399999,HYPE,1h,17.524,17.479,17.594,17.198,685895.68,13088
HYPE,1.25e-05,0.0002917159,1741118400062,1741118400000,1741118400000,1741121999999,HYPE,1h,17.478,16.857,17.484,16.724,602495.97,11135
HYPE,1.25e-05,-0.0002351631,1741122000029,1741122000000,1741122000000,1741125599999,HYPE,1h,16.859,17.562,17.726,16.725,546858.0,11836
HYPE,1.25e-05,9.20331e-05,1741125600126,1741125600000,1741125600000,1741129199999,HYPE,1h,17.562,17.3,17.726,17.252,492210.78,8518
HYPE,1.25e-05,-0.000225718,1741129200006,1741129200000,1741129200000,1741132799999,HYPE,1h,17.3,17.1,17.586,17.074,317970.34,6835
HYPE,1.25e-05,-7.24576e-05,1741132800036,1741132800000,1741132800000,1741136399999,HYPE,1h,17.09,17.364,17.383,16.922,341239.11,7215
HYPE,1.25e-05,0.0001688241,1741136400064,1741136400000,1741136400000,1741139999999,HYPE,1h,17.355,17.77,17.921,17.113,769873.14,12000
HYPE,1.70746e-05,0.0006365972,1741140000053,1741140000000,1741140000000,1741143599999,HYPE,1h,17.77,17.675,17.83,17.57,430322.43,6700
HYPE,1.25e-05,0.0001235235,1741143600009,1741143600000,1741143600000,1741147199999,HYPE,1h,17.673,17.212,17.738,17.204,288454.44,5417
HYPE,1.25e-05,0.0005614083,1741147200045,1741147200000,1741147200000,1741150799999,HYPE,1h,17.206,17.125,17.286,16.922,314554.98,7910
HYPE,3.54966e-05,0.000783973,1741150800040,1741150800000,1741150800000,1741154399999,HYPE,1h,17.125,16.777,17.233,16.761,352718.23,8195
HYPE,1.25e-05,1.43129e-05,1741154400098,1741154400000,1741154400000,1741157999999,HYPE,1h,16.784,16.963,16.986,16.616,360074.5,8793
HYPE,5.40112e-05,0.0009320893,1741158000153,1741158000000,1741158000000,1741161599999,HYPE,1h,16.962,17.138,17.168,16.551,335179.05,7923
HYPE,1.25e-05,3.49243e-05,1741161600056,1741161600000,1741161600000,1741165199999,HYPE,1h,17.138,17.133,17.441,17.034,361167.96,8880
HYPE,1.25e-05,-0.0002291068,1741165200036,1741165200000,1741165200000,1741168799999,HYPE,1h,17.131,17.535,17.665,17.117,309243.35,7090
HYPE,1.25e-05,-0.0003012456,1741168800066,1741168800000,1741168800000,1741172399999,HYPE,1h,17.533,17.507,17.902,17.35,553924.39,10806
HYPE,1.25e-05,-0.0002093809,1741172400035,1741172400000,1741172400000,1741175999999,HYPE,1h,17.507,17.353,17.616,17.197,263131.03,7789
HYPE,1.25e-05,-0.000195312,1741176000044,1741176000000,1741176000000,1741179599999,HYPE,1h,17.352,17.527,17.726,17.347,211985.89,6962
HYPE,5.0691e-06,-0.0004594468,1741179600020,1741179600000,1741179600000,1741183199999,HYPE,1h,17.528,17.23,17.557,17.178,287064.01,7695
HYPE,3.318e-06,-0.0004734559,1741183200084,1741183200000,1741183200000,1741186799999,HYPE,1h,17.229,16.982,17.3,16.756,746859.63,12185
HYPE,1.25e-05,-0.0002552164,1741186800025,1741186800000,1741186800000,1741190399999,HYPE,1h,16.975,16.848,17.229,16.804,303103.63,7731
HYPE,1.25e-05,0.0003351648,1741190400043,1741190400000,1741190400000,1741193999999,HYPE,1h,16.849,16.714,16.897,16.321,760228.22,13168
HYPE,1.46436e-05,0.000617149,1741194000040,1741194000000,1741194000000,1741197599999,HYPE,1h,16.705,16.826,16.999,16.57,391964.26,9891
HYPE,1.25e-05,0.0002231082,1741197600020,1741197600000,1741197600000,1741201199999,HYPE,1h,16.833,17.061,17.108,16.704,227771.89,7337
HYPE,1.25e-05,5.55502e-05,1741201200028,1741201200000,1741201200000,1741204799999,HYPE,1h,17.065,17.258,17.274,16.966,220279.15,6366
HYPE,1.25e-05,-0.0002430589,1741204800097,1741204800000,1741204800000,1741208399999,HYPE,1h,17.258,17.245,17.451,17.176,254486.45,6991
HYPE,1.25e-05,-0.0002818497,1741208400112,1741208400000,1741208400000,1741211999999,HYPE,1h,17.241,17.193,17.319,17.019,268428.52,5820
HYPE,1.25e-05,-0.0001189434,1741212000030,1741212000000,1741212000000,1741215599999,HYPE,1h,17.197,17.129,17.261,16.9,273679.61,6148
HYPE,1.25e-05,-0.000140844,1741215600105,1741215600000,1741215600000,1741219199999,HYPE,1h,17.13,17.187,17.273,17.004,148720.08,3816
HYPE,1.25e-05,-1.29052e-05,1741219200014,1741219200000,1741219200000,1741222799999,HYPE,1h,17.187,16.824,17.231,16.822,243239.39,5236
HYPE,1.25e-05,0.000333579,1741222800079,1741222800000,1741222800000,1741226399999,HYPE,1h,16.822,16.947,17.249,16.697,290616.12,8058
HYPE,1.25e-05,0.0005156767,1741226400147,1741226400000,1741226400000,1741229999999,HYPE,1h,16.944,17.24,17.349,16.918,159800.9,5376
HYPE,1.25e-05,0.0001307154,1741230000072,1741230000000,1741230000000,1741233599999,HYPE,1h,17.241,17.177,17.4,17.05,153264.34,4127
HYPE,1.25e-05,0.000103046,1741233600033,1741233600000,1741233600000,1741237199999,HYPE,1h,17.18,17.446,17.496,17.164,296136.01,6871
HYPE,1.25e-05,0.000461891,1741237200043,1741237200000,1741237200000,1741240799999,HYPE,1h,17.449,17.293,17.583,17.1,384167.71,7195
HYPE,1.25e-05,0.0002810604,1741240800041,1741240800000,1741240800000,1741244399999,HYPE,1h,17.29,16.887,17.332,16.787,451181.06,8666
HYPE,1.25e-05,0.000281539,1741244400085,1741244400000,1741244400000,1741247999999,HYPE,1h,16.892,16.754,16.957,16.743,140908.52,3306
